Correct word      Predicted word
140डाबर   दबार
141बुनाकू   बुनाकु
142मैंटल   मंटले
143शिक्षेरन   शिक्षेरण
144माॅरिशस   मोरेसिस
145नासिब   नसीब
146एल्विन   अल्विन
147घूमती   घुमती
148आगणन   आगनन
149परदेस   पार्डेस
150पावलिकोव्स्की   पावलिवोक्स्की
151मैग्नेट्रॉन   मैग्नेट्रोन
152जुनशान   जुनशन
153दंत   डांड
154बिरसिंहपुर   बिरसिंघपुर
155अम्दुल   अमदुल
156दुबई   दुबाई
157क्वारटेट   क्वार्ट
158गंदलाल   गंडलाल
159निवारणीय   निवानणीय
160सक्सेसफ़ुलमैच   ससकेस्समल्मैट
161मौद्रिक   मैद्रिक
162पेटनीस   पेटनिस
163मनहूस   मनहुस
164रंगरूप   रंगारुप
165ललकारे   लालकरे
166यशवर्धन   याथवर्धन
167सिनेमॉटोग्राफी   सिनेमेटोग्राफी
168शराबियों   श्रबियों
169मैकलॉक्लिन   म्कॉलचिलिन
170लेडीज़   लेडिज
171डिस्कॉर्सेज   डिस्कर्स
172कुंदरन   कुंडरन
173शेन   शें
174गुंफन   गुम्फन
175एथन   एथान
176आंखोंसाझा   अंखोंसाझा
177दाली   दली
178रहनुमाई   रानुमैई
179अरगला   अर्गला
180बैंच   बेंच
181खड्डियां   खड़ियां
182म्हारी   महारी
183संभवानाएँ   संभभावनें
184ट्यूनीसिया   तुनिसिया
185आईसीसीएए   आईसीएसएए
186पेटीकोट   पेटिकॉट
187इकबालिया   एकबालिया
188हरभाल   हरभल
189विद्या   विध्य
190इनसाइट्स   इंसिट्स
191वाइस   विसे
192कुरू   कुरु
193हर्षदचे   हर्षाचचे
194देऊसकर   डिउस्कर
195ट्यून   त्यून
196टेब्स   टेब
197नवीं   नेव
198रूधिर   रूढीर
199डेयरडेविलस   दारेदेविलुस
200नारद   नरद
201रामायण   रामयन
202वार्फरीन   वारफ्रीन
203मकरमपुर   मकरामपुर
204अहमदगंज   अहमेदगंज
205बुलडोजर   बुलडॉजर
206अस्पृश्यता   अस्पृष्यता
207बधिया   बढ़िया
208दमयंती   दम्यांती
209स्लाइडरशेयर   स्लिडरशेयर
210जयन   जयें
211एलेक्स   एएल्क्स
212सेरडांग   सेरडंग
213फैलाएं   फैलायें
214जियान   जियां
215कंचों   कांचों
216डिंग्री   डिंगरी
217जिमींदारों   जिमिंदरों
218वासकुनलाहटी   वसकुनलाहती
219करवानै   करवानाई
220कुकुनूर   कुकूनूर
221पैथान   पैठन
222कालन   कलन
223दूसरी   दुसरी
224जायल   जोयाल
225औषधालय   औषधधलय
226एलाइड   एलियड
227भार   भर
228धुत   धूत
229जनसंघ   जनसस्घ
230कुशन   क्यूशन
231बेग   बीईज
232बीसीबीएस   बीबीसीएस
233संघठन   संघानन
234फिंकवाई   फिनकवाई
235मधुवन   माधुबन
236प्रतिनिधिगण   प्रतिनिधिगन
237कीमोथैरेपीज   कीमोथेरीपीज
238सल्फूरिक   सल्फ्यरिक
239सुबह   सुबाह
240मैत्रा   मैत्र
241बुलियन्स   बुलियन
242केस   कैसे
243जड़ों   जडों
244प्रमिला   प्रेमिला
245कैरोलिन   कैरोलाइन
246त्रिभाषायी   त्रिभाषयी
247स्लैम   स्लाम
248जनोपयोगी   जनोपोयोगी
249बरेठा   ब्रेथा
250जननेता   जन्नेता
251टाइटन   तिघतें
252तेंदू   टेंडू
253पियर   पियार
254झिजवूनही   झिजवूननी
255आगणन   आगमन
256पूछना   पूछछाना
257दशभूमीश्वर   दशशभुमश्वर
258नक्सलवादियों   नकसलवाडिियों
259स्नाइपर   स्नेनपर
260कुरोदा   कोरुड़ा
261भूखा   भुखा
262थलचाना   थालचाना
263टकराता   तकराता
264परविंदरपाल   परविन्दरपाल
265कब   काब
266ब्राइड्समेड   ब्रिडेसैडि
267बास्पित   बस्पित
268ब्रिकफील्ड्स   ब्रिकफिल्ड्स
269संक्रमणातून   संक्रमणनतून
270काला   कला
271मंहगा   मेंगा
272इसरार   इसरर
273च   चा
274तौलिए   तौलिये
275उधम   उध़म
276मनोनयन   मनोनायन
277जीसैट   सीएसटी
278निवासासमोर   निवासामोरर
279सजीला   सजिला
280ड्राई   डीआर
281बीजेपीके   बीजीपीके
282आगरकर   आगरकार
283इंडस्ट्रीयल   इंडड्््शरियल
284घोलते   घोल्ट
285उपनिषदादि   उपनिषदादी
286प्रतिस्पर्धाएं   प्रतिस्पर्धयें
287चिंताजनक   चिंतजकन
288ख़्वाजा   खवाजा
289परिषदें   परिशदें
290उर्वरा   अरवारा
291उपभोक्तावादी   उपभोक्तवादी
292तर्कवादी   तर्कवाड़ी
293देते   डेटे
294हेवन   हवें
295कोरोनो   कोरोना
296एलाइड   इलेड
297प्रपौत्रियों   प्रपुत्तियों
298सूतक   सुतक
299विधिज्ञ   विधिग्य
300बक्स   बक्सा
301उपमन्यु   उपमन्यू
302तारे   तरे
303ईएसपीएनएफसी   ईएसएफएसएफस
304पहलवी   पेहलावी
305हेल्मेट   हेलमेट
306भूसंपत्ति   भुसम्मत्ति
307बायोजीयोकेमिकल   बायोजोएकिमिकल
308देघाट   देघट
309कोठियालमधु   कोठियलमधु
310आमादा   आमाड़ा
311अस्त्राखानत्सेवा   अस्त्रखांत्सेवा
312तालाबंद   तालबंद
313रईसों   रेयसन
314दलेल   डेलेल
315इकट्ठी   एक्ठी
316जंजीर   जनजीर
317इलाकों   इल्कों
318समझौताविहीन   समशौतवििनीन
319भावनाएं   भावनयन
320नेढे   नेधे
321स्विच्ड   स्विचक्ड
322हीराचंद   हिराचंद
323उन्नीस   अन्नीस
324अवश्यकता   अव्षयकाता
325भुगतना   भुग्ना
326श्रीमूलार्क   श्रीमुलरक
327खोदावयाचे   खोड़वाचेे
328पेनालिस्ट   पेनेलिस्ट
329मोरक्कन   मोरोक्कन
330आशंकाओं   अशंकाओं
331शुभारंभ   शुभारम्भ
332स्क्वॉटिंग   स्क्वेटिंग
333पिक्सेल   पिक्सल
334मुख्यमंत्रित्व   मुख्यमंत्र्रत्व
335माउथ   मौथ
336गर्भिणी   गर्भिनी
337बढ़ानी   बढ़नी
338एरिगेशन   इरिगेशन
339भूलते   भुलते
340इचाइची   इचैची
341बलहीन   बल्हीन
342सौहार्द   सौहार्डा
343परवान   परवां
344लंगड़ाकर   लंगरककर
345असंख्य   असंख्या
346अखबारों   अखाबरों
347कालोनियां   कलोनियां
348अनुवादित   अनुवदित
349जंजीरें   जनजीरे
350शुरुवात   शुरात
351क्षतस्थल   क्षास्थाल
352ओवरसीज   ओवरसियास
353राज्य   राज्या
354बिन्तुल   बिन्तल
355बुंदियाँ   बुंडियां
356फ्रिडमैन   फ्रीडमैन
357बीकन   बीकोन
358सहसंस्थापक   सहसंस्तपक
359रूकावट   रुकावत
360नारायणसामी   नारयनसमी
361रुढिवादियों   रुधिवादियों
362दिनाजपुर   दिनाकपुर
363दस्तावेजी   दस्तवेजी
364स्ट्रीप   स्ट्रिप
365पुष्कर   पुश्कर
366मुअय्युन   मुयययूं
367सेटों   सेटोन
368बॉयल   बोइल
369बॉथम   बोथम
370चिंताजनक   चिंतजनक
371तल्लीन   तालिन
372रिहायशी   रेहायशी
373त्रिपुरांतक   त्रिपूर्णतक
374मनोनयन   मनोंयां
375विद्या   विदय
376करै   कराई
377स्कॉटियाबैंक   स्कोटियाबका
378धुंधलापन   ढुंढलपपन
379सप्रेसैंट्स   सप्प्रेसंट्स
380भूखा   भुखा
381मेहमूद   मेमदूद
382एलेक्सी   अलेक्सी
383एद्रेई   एड्री
384भुगती   भुग्ती
385तेलीय   टेली
386कैमिलो   कमिलो
387दुकानें   दुकनें
388क्रांति   क्रान्ति
389सालेह   सलेह
390कार्डिनलों   कर्दीनाोों
391सांप्रदायिक   सम्प्रदयिका
392सेमिनरी   सेमीनारी
393अद्रिधरण   अदृररण
394अलगाव   अल्गव
395तुक्का   टुक्का
396जताने   जतने
397स्ट्रोक   स्ट्रॉक
398सीतरामपुर   सितारमपुर
399अंतरालों   अनरालों
400कुटुंबकम्   कुतुनमबकम
401मार्गादरम्यान   मर्गदर्मयण
402फलदायक   फल्डायक
403चंदनगिरि   चंदनगिरी
404अप्रियम्   अप्रियम
405तेदूखेड़ा   तेडुखेड़ा
406कलछियां   कललियां
407शासकीय   शास्की
408कतला   कटला
409टोकन   टोकेन
410गुनगुनाते   गुनगुनाथे
411भूगर्भविद्या   भूगर्भावीद्य
412संप्रग   सैएनपर्ग
413ट्रायसिकल   ट्राइसिकल
414प्रसंस्कृत   प्रसंस्कृृत
415जूविटा   जुविता
416वृत्त   वृरु
417आफ़   ओएफएफ
418झडने   झड़ने
419टाइटन   टिटेन
420हकलाते   हकलते
421एससीसीएमपी   एससीएमपीपी
422नजरिए   नज़ारी
423डोरोशिना   दोरोशिना
424पारसनाथ   परस्नाथ
425प्लाझ्मा   प्लाजमा
426हत्याएं   हत्यायें
427बदामी   बदमी
428मधुरिमाराजेही   मधुरीमराजेही
429जन्ममें   जनममें
430निपटाएंगी   निपताएंगी
431सरेआम   सरेयाम
432अक्षरशः   अक्षरशाा
433इख्तियार   इखतियार
434टाइमिंग   टिमिंग
435सीधा   सीढा
436कर्व   कर्वे
437उलटी   यूल्टी
438हॉप्स   होप्स
439उर्से   यूरेस
440यूरोसंघ   युरोसंग
441शमून   श्मून
442चौबाराजागीर   चौबराजागीर
443मिस्बाहउद्दीन   मिसबाहुद्दीन
444आर्चर   अर्चेर
445सालाना   सालना
446पापुनी   पपुनी
447गोरखटीला   गोरखातीला
448आभारी   अभरी
449बालाओं   बलाओं
450सैबोटेज   सबोतते
451कक्षाएं   कक्षयें
452लशिका   लाशिका
453पूछना   पुचना
454बनियान   बनियां
455व्याख्याकार   व्याख्याकर
456दीन   डीन
457नरंकारी   नारणकारी
458घूमते   घुमते
459लखनवी   लखनावी
460शायरीचिराग   शैरीचिरग
461निरुपमा   निरुपामा
462वेवराइडर्स   वेवरीडर्स
463मनोविश्लेष्णात्मक   मनोवेश््लेष्नम्तकम
464कमज़ोरियों   कम्जोरियों
465चिन्वर   चिनवार
466जामवाल   जमवाल
467व्यूअर   वायवर
468छुपी   चुपी
469स्वर्णकाल   स्वरकाल
470स्पटनिक   स्पुत्निक
471तूमड़ा   तूमदा
472बांटते   बंटते
473होटलबाज़ी   होतलबाजी
474छतिवाल   छतीववल
475बाल्मीकिने   बाल्मिकेने
476छिड़ी   छीड़ी
477मीट   मीत
478अलगाववाद   अलगाववाड़ा
479आजादगंज   अजादगुंग
480फुर्तीली   फुर्टिली
481बैचेन   बेचें
482चैसिंस   चैसिन्स
483धूम्र   धुमरा
484म्हणते   महनेते
485स्टैंडबाय   स्टैंडबी
486इमेज   इमागे
487नेचुरोपैथी   नेतुरूपाठी
488कमज़ोरियां   कम्जोरियां
489अनुभवहीन   अनुभावहीन
490रईसों   रेयरसन
491अनुभवहीन   अनुभवविं
492आऊ   आएू
493कागज़ी   कागजी
494फैटमैन   फटमैन
495साइकोथेरपी   स्इाइकोथेरी
496आर्यन   अर्यान
497चीता   चिता
498पोसिट्रन   पोसित्रों
499दफनाई   दफनायी
500रपटों   रप्तों
501ढूंढते   ढूंधते
502एकरमैन   यकर्मण
503ऐली   एयली
504मोड़ने   मोदने
505उपमुख्यमंत्री   उप्मुखियमंत्री
506औरदोषी   और्दोशी
507हॉप   होप
508रखोगे   राखोगे
509बेलासदा   बेलासाड़ा
510मसालों   मसलों
511कॉमेट   कोमेट
512तपासानंतर   तापासननतर
513लकीरें   लकिरेन
514आवश्यकताबोधक   आवश्यकताओबोक
515अंबर   एम्बर
516आसमा   आस्मा
517पहुंचाएं   पहुंचायें
518बैहर   बहर
519चातुर्मास   चतुरमास
520मिटाना   मिताना
521मत्सालयाच्या   मत्सलल्याच्या
522मोड़कर   मोडकर
523छाए   छाये
524ऑस्कर   ओस्कार
525बबिता   बाबिता
526जटिलताओं   जतिलताओं
527गणराज्यों   गनराज्ञों
528एल्फाबेट   अल्फाबेट
529सुनाएँगे   सुनायंगे
530पचरंगा   पचरांगा
531मसूरी   मसुरी
532रेवोल्यूशन   रिवुल्यूशन
533चायबब्बल   चायाबबलल
534तापमान   तापमां
535मूलवासियों   मुलवासियों
536बॉथम   बेथेम
537ब्रैडली   ब्रादली
538अंबर   अंबार
539पोलारिमेट्रिक   पोलारीमेट्रिक
540ममता   मामता
541व्यंकटेश   व्यानकतेश
542जलराशियां   जल्राशियां
543उदयराज   उदैराज
544साहबों   सहबों
545फार्मासिटिकल   फार्मेसिफिटिकल
546ओंडाटेजे   ओंडातते
547बुम्बल   बमब्ले
548रीडिंग   रेडिंग
549छवियों   छावियों
550स्पॉटेड   स्पोटेड
551पंचांगों   पूंचंगों
552परण   परन
553थर्मल   थेरमल
554पैंठ   पांथ
555सलाहकारों   सलाहकोरों
556बस्तर   बास्टर
557पॉकेटसफर   पॉक्टस्
558आशाशाह   अशशहह
559चोरियां   चोरियाँ
560फीका   फिका
561वॉयस   वोइस
562रात्रिभोज   रत्रीभोज
563फंडाला   फंडला
564डिले   डेले
565पांडुरंगी   पंडुरंगी
566महासगर   महासागर
567जंजीर   ज़नजीर
568पीईटी   पीट
569मद्दे   मिद्डे
570बड़बड़ाई   बद़बाड़ाई
571ऑब्जेक्ट्स   ओब्जेक्टस
572मागविल्याने   मगविल्याने
573दत्तात्रेय   दत्तत्रय
574कुरुवाई   कुरूवाई
575प्रॉसेस   प्रोसेस
576प्राविधिक   प्रविधिक
577जावड़ेकर   जावडेकर
578उम्र   उमर
579माॅरिशस   मेरिशियस
580सुधरने   सुधारने
581शिल्पाशेट्टीलाइव   शिल्पाश्तति्ववी
582अवास्तविक   अवास्त्विक
583कागज़ी   कागाजी
584कॉन्ग   कोंग
585श्रीरामप्रभु   श्रीरामप्रभू
586तर्कवादी   तर्कवाडी
587प्रभावशीली   प्रभावशिली
588अनुश्का   अनुष्का
589रिलेशनशिप   रेलेशनिशिप
590इरीट्रिया   इरित्रिया
591राष्ट्रसंत   राष्टरसंत
592अस्पृश्यता   अस्पर्ष्यता
593मंहगा   मन्हागा
594क्षात्रवृत्ति   क्षत्रवृत्ति
595कुप्रबंधन   कुप्रबंनन
596डोनोवैन   डोनोवन
597राज्यसिंहासन   राज्यसिंहसना
598पलगोमारा   पालगोमारा
599कीकर   किकर
600बोस्टन   बोस्तान
601बाज़ारोन्मुख   बाज़ारोंमुख
602दहन्दम   दहंदम
603मातापशुओं   मतपाशुओं
604दर्जनिया   दर्जनीय
605पिछड़ी   पिछड़़ी
606सेमरूष   सेमरुश
607सिपेज   सिपागे
608रूग्णासाठी   रुग्णासाठी
609मँगवाऊँ   मंगवाऊं
610थामने   थमने
611दिकवल्ले   दिकावलले
612ओस   ओएस
613महादेशीय   महेदशीय
614पॉपलैंड   पोपलैंड
615बेइमानी   बीमानी
616गैछे   गैचे
617क्षमाशील   शममिश
618जबरो   जब्रो
619केनिहारक   केनीहारक
620अरामको   अरैमको
621बागी   बाघी
622लोहारनपुरवा   लोहरनपुरवा
623बेतूल   बेतुल
624तंत्रिकीय   टंत्रिय
625प्रतिक्रमण   प्रतिक्रमणा
626हवस   हवास
627ड्यूरीज   डरीज
628नगीना   नागिना
629रुपयेनिवेश   रूप्येनेवेश
630क़ाज़ी   क़जी
631ईश्वरला   इश्वरला
632रोपड़   रोपर
633विषवल्ली   विशवल्ली
634प्रतिनिधित्व   प्रतिनिध्वत
635ईगल   ईगले
636नौटंकी   नौतंकी
637कुसंस्कारों   कुसंस्करों
638सीहोर   सिहोर
639तुमने   टुमने
640कपूगेदारा   कपुगेडेरा
641जोड़ियां   जोडियां
642लाइटमैन   लिगटमेन
643कोंबो   कोम्बो
644वानपर्थी   वनपर्थी
645ख़्वाजा   ख्वाजा
646पाएगा   पायेगा
647इनक्लिनेशन   इन्क्लिनेशन
648गेल   गेय
649समाधि   समधि
650स्टार्टअप   स्टार्टप
651सुलतान   सुलताना
652पाञ्चजन्य   पच्छाजन्य
653मेहमूद   मेहमुद
654दत्ताराम   दत्तरम
655शेरमैन   शीयरमन
656स्टैटिक   स्टेटिक
657विचारांची   विचारचंची
658जंजीरों   ज़नज़ों
659दिलमानी   दिलमनी
660ब्रजभूषण   ब्राभभूषण
661मैंने   मेन
662केंटे   केन्टे
663क्षेत्रांवर   क्षेत्रणवर
664यूनाईटेड   यूनिटेडडी
665दिलाया   दिलया
666अच्युतानंद   अच्यूतनन्द
667बुलियन   बुलियां
668बीआरटीएफ   बीआरटीफ
669एक्ज़िट   एक्सिट
670दुबारा   दुबरा
671ढिकाला   ढिकला
672कोस्त्रोमा   कोस्ट्रोमा
673खमण   खमममन
674मोंगहामा   मोंघामा
675मूलवासियों   मुल्यववाियों
676रंगरूप   रंगपुर
677युनूस   युनुस
678सिकुड़े   सिकुदे
679कंकड़ों   कनकडों
680पैरोडी   पैरोड़ी
681बुटाटी   बुटती
682अभिबिन्दुग   अभिबिंदुग
683पिल्लवकेस   पिल्लवक्स
684क्लर्किकल   क्लेरकिकल
685मसल्स   मुसेल्स
686मंहगा   महंगा
687सॉकेट   सॉक्ट
688खानवेलकर   खानविलकर
689क्रूस   क्रूइज
690मुनगपाका   मुनगगाका
691पूज्यनीय   पूज्यनी
692बालासाहब   बललसहे
693दुधिया   दुढ़िया
694जागरणकर्मी   जगरनकर्मी
695सिरेघाट   सिरेघट
696चंदा   चंड़ा
697विज्डन   विस्डेन
698प्लग   प्लुग
699जटवाड़ा   जतवाड़ा
700कॉफ़ी   कॉफी
701मजूमदार   मजुमदार
702तेंदूखेड़ा   तेन्दूखेड़ा
703रिएक्शन   रीक्शन
704ट्विवटर   ट्विटर
705रने   रूने
706भावनाएं   भवनाएं
707बक्र   बाकरा
708प्रवृत्त   प्रवररुत
709संदर्भित   संद्र्भित
710अखबार   अखबर
711टेस्टों   टेस्टोन
712जीवजन्तु   जीवांजतु
713कितनी   कितानी
714डिझेलपेक्षा   दिझेलपेक्षा
715स्काॅटिश   स्कॉटिश
716दामाद   दमम
717स्टैंजिन   स्टैंगिन
718घोउटा   घौटा
719कंज्यूमर   कन्सममर
720मूलं   मुलम
721संचालन   संचलन
722बताएगी   बतागी
723लेटते   लेट
724हैकॉथॉन   हैकतों
725हाश्मी   हश्मी
726प्रेरणामयी   प्रेणामायी
727आंनद   अनंद
728उपभोक्तावाद   उप्भोक्तवाद
729हुक्क्यातून   हुक्कयुतून
730एबीआईए   अबिया
731अनकही   अंकाही
732वान्गिटा   वंगिता
733कोंबले   कोम्बल
734शकनी   शक्नी
735खुसरो   खुस्रो
736छायाप्रति   छायायप्रति
737जीनी   जिनी
738पूज्यनीय   पुज्यनीय
739महाभारत   मभारात
740छिपते   छिप्ते
741लॉरे   लारे
742जुडास   जुदास
743रेलभाड़े   रेलभाडे
744हनुमानदास   हनुमंदास
745दैन्य   दैनयय
746अदबी   एडीबी
747श्मशान   शमशान
748तिरुमलराजु   तिरुमालरूजू
749रोमानियाई   रोमानियन
750सनलोशन   सनलशन
751बेसिस   बासिस
752चुनरियों   चुनारियों
753थपथपाने   थापपथाने
754पिछड़ेपन   पिछद़ेपन
755नीलांबर   निलंबर
756स्वातंत्रसेनानी   स्वतंत्ररसेनानी
757मैपलक्रॉफ्ट   मैप्पलेक्रॉ
758बख्तरबंद   बखरबंद
759उपमन्यु   उपामन्यू
760कमलिनी   कममिली
761ईस्वी   एस्वी
762आकाशीय   आकाषीय
763रोमांचक   रोमाचचक
764रॉयल   रोयल
765दशहरा   दुस्ेेरा
766फॉल्ट   फाल्ट
767ऊर्फ   यूआरएफ
768आजमाविल्यानंतर   आज्मविल्याननर्तण
769यदि   यादी
770रोकटोक   रोक्तो
771मोल्डिंग   मोलडिंग
772प्राचीनतम   प्रचिंतम
773महाकाश्यप   महाक्सयप
774अवश्यकता   आवस्कयक्ता
775नज्द   नाज
776सोचती   सोच्ती
777परिमाणात्मक   परिमानमत्म
778उपभोक्तावादी   उपभोक्तवादी
779बीमित   बिमित
780कावनुर   कवानुर
781अमरसमोर   अमरसममोर
782साईंसिज़   साइंसीज
783ला   लला
784अपमिश्रण   अप्मिश्रण
785आदिवाड़ा   अदीवाडा
786कॉइन   कीयोन
787एमीनो   इमिनो
788उर्वरकता   उर्वरकाता
789मानसिक   मनसिक
790वंशवादी   वनशवादी
791युवतींशी   युवतिंशी
792जज   जुड़े
793चराचर   चरचा
794सुनीलचा   सुनिलचा
795किल्पटन   किलप्तोन
796हटानेका   हतनेका
797आमादा   अमाड़ा
798डाउनलोडिंग   डाउनलाडिंग
799तन्मय   तनमोय
800डिएगो   डियागो
801चाक   चक
802स्टेशरन   स्टेशरयन
803डॉक्टरेट   डॉक्ट्रेट
804स्टेनले   स्टेनली
805इनु   इनू
806स्लैब   स्लाब
807चौंकती   चनकती
808गढ़िया   गढ़ियां
809रिकॉग्निशन   रिकोग्निशन
810रिषभ   रिशभ
811अवर्ण   अवरान
812उपमुख्यमंत्री   उपमुख्यममत्ती
813तेहबन्द   तेहबंद
814धौरसलार   धौरसालर
815हाइपोथैलेमस   हाइपोथेलमम
816कंटोला   कान्तोला
817उपभोक्ताओं   उप्ोोकताओं
818मिसालें   मिसलें
819चिथा   चिता
820विश्लेषण   विश्लेशण
821मूलभूत   मुलभुत
822बिशंभरनाथ   बिशम्भरनन
823छाछ   छाच
824टांगने   तांगने
825क्लेर   सीएलआर
826चौपालों   चौपलो
827ऑब्जेक्ट   ओब्जेक्ट
828असमानताएं   असमनना
829कंपकपी   कम्पकम्पी
830सोलहवें   सोल्हावें
831टिमटिमाते   टिमटिमेट
832कसाकसी   कसासासी
833मुख्य   मुख्ये
834साझेदार   सझेदार
835हिस्स   हिस्सा
836लाइमस्टोन   लिमेस्टोन
837हमाद   हमद
838प्रतिस्पर्धाएं   प्रतिस्परधायें
839इकट्ठी   एकाट्ठी
840ढीलापन   ढिलापन
841क्षीणता   क्षिनता
842एक्सल   एक्सेल
843यहपर्व   यहापर्व
844व्यक्तिप्रकाश   व्यक्तिप्रककश
845उन्नीस   यूनिआईएस
846हरकंठराय   हरकन्थ्राई
847हिचकिचाने   हिच्कीचने
848नाविकों   नविकों
849बागरा   बग्रा
850थैला   थेला
851इंटरपोल   इंटरपॉल
852निषादराज   निषदराज
853ढोरमारे   धोरमारे
854वाहीबाग   वाहिबाग
855नींद   नींड
856कंबल   कनबल
857प्राध्यापक   प्राध्यपक
858पेटीकोट   पेट्टिकोट
859काव्यतत्वों   काव्यतत्तों
860सीडान   सिदन
861सीधा   सिधा
862गुफ्तगू   गुफ्तगु
863बालाएं   बलैं
864स्कैनर   स्केनर
865मथाई   मठाई
866एनोनीमस   एनोनियम
867कुम्हार   कुम्हर
868बैकुंठ   बैकुंथ
869एथर   एथेर
870एकभाषीय   एक्भाषीय
871कागज़ी   कगाज़ी
872प्रोपर्टी   प्रॉपर्टी
873वाइस   विसे
874जावड़ेकर   जवाडेकर
875रंगरूप   रंगूूप
876प्रमाणि   प्रमाणी
877चाटने   चटने
878लिंटर   लिन्टर
879अनुप्रयोग   अनुप्रयोगी
880गनबोट   गुनबोट
881रसायन   रस्यान
882फालना   फलना
883स्विमंग   स्विम्मिंग
884अक्षरशः   अशर्षा
885सुभव   सुभाव
886वोजसिकी   वोजासिकी
887पत्रव्यवहाराच्या   पत्रव्यववाहार्या
888लेह्मर   लहमर
889पार्लिमैंट   पार्लिमेंट
890तसकिन   तस्किन
891रजतचंदा   राजतचंदा
892ममता   मामाता
893छलावा   छललावा
