Correct word      Predicted word
190 तेल   टेल
191 ग़लतफ़हमी   गलतफहममी
192 टेकइनसाइडर   तेकेसिंडर
193 माइक्रोफाइबर   माइक्रोफेबर
194 फ़ल्लूजा   फल्लजाा
195 डोनल्डसन   डोनाल्डन
196 क्रिकेटिंग   क्राइकिंग
197 आवाज़ें   अवाजें
198 व्लाद   व्लाड
199 ठेंगा   थेंगा
200 एक्सेल   एक्ससेल
201 चटकाते   चटकते
202 ताजा   ताज़ा
203 पड़नी   पदानी
204 नीचाई   निचाई
205 वौसौ   वासौ
206 ज़लज़ले   जलजाले
207 सूरत   सुरत
208 जीवति   जीवती
209 प्रहारक   प्रहरक
210 श्रीसद्गुरु   श्रीसदुगुरु
211 संचालनों   संचालों
212 तुगलक   तुगलाक
213 उठापटक   उठापतक
214 हस्तांतरणीय   हस्ताननरीय
215 उत्साहवर्द्धन   उत्सहावर्द्धन
216 संगोष्ट्री   संगोष्त्री
217 महाधिपतियों   महाधापितयों
218 फातिमा   फतिमा
219 फोड़े   फोडे
220 कंटिन्यू   कांतिनयू
221 कामानाएं   कामनाएं
222 चुटीले   चुटिले
223 करंज   क्रांज
224 बरसाता   बरसता
225 परिकल्पित   परिकालपित
226 माऊंट   माूंट
227 बायोलॉजिस्   बायोलोजिसस
228 हालिशहर   हलिसहर
229 एंजेलो   अंजेलो
230 जनेऊधारी   जनेधरारी
231 बीचबचाव   बिच्छवा
232 अपवर्तित   अपवार्िित
233 आस्तीन   आस्तिन
234 प्रतिष्ठावाले   प्रतिश्ठावाले
235 ब्युनावेंचुरा   ब्यूननेेतुर
236 पर्दा   परदा
237 एमिल   एमिले
238 ईस्टवेल   इस्टवेल
239 हॉफ   होफ
240 जरूरीः   जरूरीह
241 रह्या   राह्या
242 देवी   डेवी
243 नील्सन   नीइलसेन
244 भीरा   भिरा
245 चबूतरे   चबुतरे
246 भूषण   भूषान
247 रुकते   रुक्ेे
248 टॉकशो   तालक्षोव
249 जूनागढ़   जुनागढ़
250 पढ़ाता   पढ़ता
251 ओढ़कर   ओधकर
252 ब्रोक   ब्रोके
253 ट्रिब्यूनल   त्रुयुयननल
254 ब्रोक   ब्रॉक
255 तस्वारों   तस्वरों
256 पिक   पीक्सी
257 सर्किलेशन   सिरकुलेशन
258 कनिंघम   कानिधमम
259 प्रॉपरफेसबुक   प्रोपेफेसबुक
260 अशरफी   अश्राफी
261 हनीवेल   होनेवेल
262 रेडियमधर्मी   रेदीयमधर्मी
263 लड़ेगे   लाेेगे
264 अर्थशास्त्रीयों   अर्थ्थस््््रियों
265 पॉन्टिएक   पोन्ििक
266 लोपेज़   लोपेज
267 घोंटना   घोन्नाा
268 अम्बानी   अंबानी
269 मर्यादाओं   मार्यादओं
270 हरक्यूलिस   हरककल्स
271 सक्शन   सक्षण
272 नोटबंदीशुदा   नोतबन्देशुुदा
273 अलाइव   एलिव
274 जीवंत   जिवान्त
275 फोड़ा   फोडा
276 फटही   फतही
277 लालमणी   लालमानी
278 फ़ैसला   फैसाला
279 धुआं   ढुआं
280 आहूजा   अहुजा
281 लफ्फाजी   लफ््जी
282 फुलाए   फुला
283 केस्टालॉय   कैस्टॉलय
284 ब्लैक   बीएलक
285 सूरज   सूराज
286 ब्रॉन्च   ब्रॉंच
287 सेंडर्स   सैंडर्स
288 एनईयू   इनीयू
289 भरष्टाचारियों   भरषष्ठारियों
290 लालमणी   लालमनी
291 आजमाना   आज़माना
292 कुल्लवी   कुल्ववी
293 प्राथमिकता   प्रा्मििकता
294 मोबाइल   मोबिले
295 कटिहार   कतिहर
296 स्वेच्छा   स्वेचा
297 समदर्शिनी   समधार्षन
298 दृढ़   दृढ
299 गोंद   गोंडी
300 विशेश   विशेष
301 लौरेंस   लारेंस
302 हिशाम   हिशम
303 पफिन   पाफिन
304 मेट   माटे
305 टीकों   तीकों
306 अथक   अठक
307 जिदंगी   जिंददी
308 चायल   चयल
309 रात्रिचर   रततिरार
310 काथला   काठला
311 सहूलियत   सहूलियता
312 पटनायक   पत्तनैक
313 न्यायालयीन   न्यालययीन
314 मुख्यमंत्रियाें   मुख्यमंत्रियों
315 स्वफ़ोटो   स्वेफोटो
316 पेंडुलम   पेंदुलुम
317 नलकसा   नालाकासा
318 छह   छाह
319 समीक्षाकर्ता   समीक्षाकर्त
320 मंत्रीपद   मंत्रीपड
321 लिब्रेशन   लिबरेशन
322 एरिका   अरिका
323 बेलोट   बालोट
324 थींं   थिन
325 फार्मिक   फॉर्मिक
326 लास्ट   लास
327 अवर्णता   अवरंता
328 वेस्टिंग   वास्टिंग
329 अंबानी   अं्बानी
330 महामीडिया   महामेडिया
331 सुज़लोन   सुजलों
332 मदुरई   मादुरई
333 कौण्डल   कौंडल
334 लापत्ता   लपट्टा
335 क्षीण   क्षिन
336 रायचूर   राईचुर
337 लिंडन   लिंडों
338 पुलमा   पुलामा
339 ऑलराउंडर   ओलारंडर
340 ग़रीबों   गरीबों
341 कालाहान   कल्लहन
342 कैपधारी   कैपधरी
343 आटा   अट्टा
344 जीवन   जिवान
345 रेड्डी   रेडी
346 पहनी   पेहनी
347 तनु   तानु
348 लोहाती   लोहती
349 डूंगरपुर   दुंगरपुर
350 झालाना   ज़ालाना
351 लक्मे   लकमे
352 प्रोस्पैक्ट्स   प्रोस्पेक्टस
353 वेस्टिंगहाउस   वेस्टिंहाउस
354 बावरा   बवारा
355 ठक्कर   ठाकर
356 दामले   डमले
357 श्रवणाबेलागोला   श्रवानाबाललोाा
358 नीलकमल   निलकमल
359 कर्माचारी   कर्मचारी
360 पूर्वाेत्तर   पूर्वोत्तर
361 लहराई   लेहराय
362 हैतो   हाइटो
363 प्रकाण्ड़   प्रकांध
364 खेलमंत्री   खेममन्््री
365 भविष्य   भविष्यय
366 एगमोर   इजीएमर
367 शृंगार   श्रींगर
368 सौंपेंगी   सौपेंगी
369 नॉक्सविल   क्नोस्विेल
370 सुंदरम   सुन्दरम
371 लगुना   लागुना
372 भीष्म   भीशाम
373 येम्मिगनुर   येमीमनगुर
374 हुहतमाकी   हुह्मकमि
375 वडाली   वादली
376 गेल   गैएल
377 सालाज़र   सलाजर
378 डिप्थीरिया   दिफ्रेरिया
379 दृढ़   द्राध
380 शदधि   शादाधी
381 जताती   जतती
382 मंगला   मांगला
383 बर्विन   बर्वीन
384 मम   मुम
385 उदयगढ़ी   उदयागधि
386 अकापुल्को   अकापुलको
387 वैधृति   वैध्रुति
388 चरणबद्घ   चरनबद्ध
389 मनदड़ी   मंदाड़ी
390 पारंपरिकता   पारमपरिकता
391 हांफते   हफते
392 साथिया   साििया
393 संघीयता   संघियता
394 मुख्यअतिथियों   मुख्यतििियों
395 व्यवस्थाविरोधी   व्यवव्थावरिोधि
396 बरामदे   बरमाडे
397 तरुतल   तरूतल
398 कुत्ता   कुट्ता
399 स्कैफ़लर   स्एेफ्लर
400 रैडिकल   रेडिकल
401 वर्षिय   वर्षिया
402 हसीनों   हासिनो
403 वेब   वेब्
404 महापात्रा   महापत्र
405 छींके   चेंकें
406 अग्र   अग्रा
407 जियांगकोऊ   जियांगकौ
408 वेस्टवर्क   वेस्टवॉर्क
409 जनगणना   जनगन्ना
410 एंटरप्राइज   इंटटप्ररस
411 संशयों   संशायों
412 वर्णव्यवस्थावादियों   वर्णववसवव्यवाियों
413 मुडिचु   मुडीचु
414 पर्नस्टारों   परस्नसारों
415 ईए   ईआईए
416 राष्ट्रियाध्यक्ष   राष्ट्यीया््क्षा
417 पीडब्ल्यूटी   पीडेबललूटी
418 थाउजेंड   थाउसंड
419 सलाहकार   सलहकार
420 विश्वकर्मा   विश्वकर्ममा
421 रिज   रिज्ेे
422 स्वास्थ्यहीनता   स्वास्थायनीता
423 प्राविंसेस   प्राविंसे
424 फिजिशियन   फायसियन
425 जोधिका   जोढ़िका
426 डूबत   दूबत
427 प्रतिज्ञा   प्र्तिज्ञा
428 नंदोई   नांदोई
429 ऑरोरा   औरोरा
430 फार्मूले   फॉर्म्यूल
431 दुर्घटना   दुर्घ्तना
432 स्वतंत्रसिंह   स्वतंस्ररिंंह
433 मोंटेरे   मोन्टरी
434 बाल्टी   बालती
435 कोलंबिया   कोलुम्बाया
436 व्हिटियर   व्हिटर
437 क्यूबेक   कुबेक
438 चमकना   छमक्ना
439 शीलभंग   शीलभाग
440 फाइंडले   फिंडले
441 ऐसे   एसे
442 श्रंखला   श्रणखाला
443 तिरुपति   तिरुपती
444 मंगलमूर्तिः   मंगललूर्ति
445 मिठाइयाँ   मिथाययां
446 हैलबिड   हेलेबिड
447 बंगश   बांग्श
448 ऑफिशियली   ओफिसियली
449 सेंवई   सेवाई
450 गुर्जर   गुरजार
451 समन्वयक   समन्वयका
452 सूनसान   सुंसन
453 क्यूसैक्स   स्यूसेक्स
454 मध्य   मध्यया
455 युद्धरत   युधरात
456 अर्बनडेल   उरबनदले
457 एरर   इररर
458 चिखली   चिखाली
459 वाण   वान
460 रोनोक   रोनाको
461 हाओकिप   हाकोप
462 पूर्वापेक्षाओं   पूर्वपेक्षाओं
463 मशीनवत   मशीनावत
464 कदमो   काडमो
465 कुरमी   कुरामी
466 विद्याथयों   विद्याथ्यों
467 सिमटता   सिमताता
468 संगरूर   संगरुर
469 स्ट्रोंगस्विल   स्ट्रॉंगसिवले
470 जनगन   जंगगन
471 नागराज   नाग्राज
472 यारियां   यरियां
473 भाग्येष्वर   भाग्ेेश्वर
474 जीवति   जिवती
475 सूदखोरों   सुद्ोरों
476 रुकवाकर   रुक्वाकर
477 ब्रह्मवर्ता   ब्रा्ममर्रता
478 ग्रे   ग्रेय
479 भ्रांति   भ्रां्िि
480 स्वातं   स्वातन
481 मंत्रिमंडलीय   मंतरमिंदललयय
482 एशले   अश्ले
483 मेथिव्स   मैथव्स
484 एक्ज़ो   अक्जोो
485 बोलतीं   बोलतीन
486 प्रतिष्ठावाले   प्रतिष्ठवले
487 टिप   टीप
488 गाज़ी   गज़़ी
489 मेज़बानी   मेजबानी
490 टोलेडो   तोलेडो
491 मोहड़ा   मोहाा
492 संचारी   संचरर
493 टापनी   तापनी
494 लिटिल   लिटल
495 गाड़ूँगा   गढ़ूंगा
496 गम्मत   गममत
497 ट्यूबरक्यूलोसिस   टुबररकसललससिस
498 नागार्जुन   नगररुजना
499 राजनीचि   राजनीची
500 मेडिजेन्सर   मेडिजेंसर
501 लफ्फाजी   लापपाजी
502 माथलू   माठलू
503 चटगांव   चतागांव
504 हीलिग   हिलिग
505 इस्न्पेक्टोर   इंस्पेक्टर
506 नौशाद   नौशद
507 फ़ल्लूजा   फल्लुजा
508 पिक   पीक
509 जीवन   जिवान
510 कताल   कटल
511 डब्ल्यूईएफ   डबल्यूअफ
512 स्लाइडों   स्लिडोन
513 सैंदान   सैंदन
514 जेरेमी   जेरीमी
515 गॉंव   गांव
516 तोड़ेंगे   तोडेंगे
517 उड़ान   उड़न
518 सप्तक्रांति   सप्तकारांति
519 मिरांडा   मिरंडा
520 मैडी   मद्यी
521 आत्माएं   अत्में
522 रोज़ा   रोसा
523 मिडवेस्ट   मिडववस्ट
524 ट्रेलरः   त्रेलारह
525 मालबर   मार्बोरोग
526 वाको   वैको
527 विमर्शों   विमर्षों
528 डिफरर्ड   डिफारार्ड
529 कुरआने   कुराने
530 दायित्वों   दयितवों
531 चयनितों   चानितों
532 मोराल्स   मोरालेस
533 हीरोज   हेरोस
534 प्रेममूलक   प्रेममाललक
535 मोरन   मोरान
536 ज़ाइडस   जाइडसस
537 फटने   फट्ने
538 पकाएं   पकायें
539 भ्रष्टाचारीयों   भ्रष्टाचारियों
540 चालित   चलित
541 एफल   एफ्ले
542 मॉड   मीओडी
543 राजनीतिकारों   राजनितकारों
544 अर्थों   अर्थोन
545 गालीगलौज   गालिलाजौज
546 अन्योन्याश्रितता   अन्योनाश्रषितत
547 उडाया   उदयाय
548 कटलरी   क्ट्लरी
549 प्रतिबन्धः   प्रतिबंधध
550 बिलाई   बिला
551 स्वानसन   स्वांसन
552 अन्वाहार्य   अनवाहार्य
553 रेवाड़ी   रेवारी
554 सहकलाकार   सहकलकर
555 चैंपियनशिप   चैम्पिनशिप
556 भड़काया   भड़ाया
557 वातानुकूलन   वतनुकुल्लान
558 खाताधारक   खातधारक
559 टेक्सस   टेक्सास
560 स्पेशल   स्पेसियल
561 हरवंश   हरववंश
562 दीनु   डिनु
563 नहींकरवाई   नहिंकरवाई
564 मनाए   म्नी
565 दिलाएगा   दिलागा
566 आधीन   आधिन
567 हेम्प्सटेड   हेम्प्स्ीड
568 मामूली   ममूली
569 वैरीफ़िकेशन   वेरिफेकेशन
570 फेफड़ा   फेफाडा
571 लवासा   लोवासा
572 डूबनेवाले   दूवनेवाले
573 बख्शने   बख्षने
574 बरहद   बरहाड
575 काक्षीवती   कक्षीवती
576 लोदी   लोड़ी
577 पीचट्री   पीच्ट्री
578 घुमक्कड़ों   घुमक्डों
579 इलाज़   इलाज
580 भौतिकवादियों   भौतिकवाडियों
581 रॊकेट   रोकेट
582 न्यूरोकेमिस्ट्री   नुरोशेसिम्ट्री
583 काल्डवेल   कॉल्डवेल
584 मल्टिप्लेक्सों   मल्टिपेेक्सन
585 त्यौहार   त्योइहर
586 बेलचा   बेलाचा
587 सहकलाकार   सहकलाकर
588 जड़ित   जादित
589 नगाड़ा   नागारा
590 डूंगरपुर   दूंगरपुर
591 उच्छृंखलता   उछ्छरणखलता
592 फैलाइए   फैलैया
593 सूची   सुची
594 सील्ड   शीएल्ड
595 पालनपुर   पाननपुर
596 इलेक्ट्रोस्टील   इलेक्ट्रोस्टिल
597 ऑब्स्क्योरा   ओब्स्कुरा
598 सिगरेटों   सिग्रेटन
599 दिखाईं   दिखाई
600 रसल   रसेल
601 नजरंदाज   नजनरदाज़ाज
602 कुआलालंपूर   कुलाममपुर
603 रैडक्रास   रेडक्रेस
604 स्वायत्तशासन   स्वायत्शासन
605 मूड   मूड़
606 दौलताबाद   दौलाबाबाद
607 नाइट्रस   निघ्््स
608 नाकाम   नकम
609 राष्ट्रा   राष्ट्र
610 वर्धा   वार्धा
611 डीडब्ल्यूटी   डीडेबल्यूटी
612 देसबथुला   देसबाुुला
613 बाघबान   बघगाां
614 आदेशः   आदेशह
615 उड़ेलकर   उदेलकर
616 तर्कों   तरकोो
617 याद्दाश्त   याददाश्ट
618 इनहेलेशन   इन्हेलेन
619 सफरदगंज   सफ्रादगंज
620 स्क्रेनटन   स्क्रेंटन
621 वर्णव्यवस्थावादियों   वर्णववसवथ्वायियों
622 शिक्षाकार्मियों   शिक्षकर्मियों
623 बेवरेजेस   बीवरेजेस
624 पीडिया   पिडिया
625 नदफ   नादफ
626 ढहाएँगे   धाएएंगे
627 अगरतला   अगरतलाला
628 आर्यों   अर्या
629 आगाशे   आगशे
630 उदघोष   उद्घोष
631 बानी   बनी
632 राइकर   रेयकर
633 पीडीलाइट   पिडिलिट
634 ड्युअल   डुयल
635 सिल्वा   सिलवा
636 अधिकरन   अधिकरण
637 रंजकता   रंगगता
638 गौमूत्र   गोवुमत्र
639 बुरहानपुर   बुरहनपुर
640 सहूलियत   सहूलियता
641 पूल   पूले
642 पीकिंग   पिकिंग
643 ऑडिटर   ओडितर
644 डेनिअर   डिनियर
645 अजित   अजीत
646 लैंगडन   लैंगडोन
647 अवशिष्ट   अवाशिस्त
648 झ   झा
649 प्रशासनिक   प्रशास्निक
650 बोसीयर   बॉसियर
651 बढ़ाचढ़ाकर   बाधाकाकार
652 गिरिडीह   गिरीडीह
653 भुज   भूज
654 फव्वारे   फ़ारे
655 न्यूट्रियो   न्यूत्रियो
656 पायलटों   पेलोटोन
657 जड़ें   जडें
658 बोरीवली   बोरीवाली
659 इलाइची   इलाईची
660 एलियंस   एलियेंस
661 नाहरगढ   नहरगढ़
662 एनएसआईयू   एनएसआई
663 सपाट   सपात
664 लैंगडन   लेंगडान
665 पनामा   पनमा
666 पुतले   पुटले
667 अल्वधि   अलवाढी
668 ग्राहकोंने   ग्रहाकोोने
669 उच्चअधिकारीयो   उच्छाधिकारियो
670 बहाव   भाव
671 मदरसन   मोथरसन
672 काॅप्लेक्स   कौपलैक्स
673 आबूरोड   आबुरोद
674 हैडलबेर्गसिएट   हाइडेब्रस्गिट
675 चिमटी   चिमती
676 सर्फेकटेंट्स   सर्फक्टेंट्स
677 मिटाओ   मिताओ
678 कायलाना   कैलाना
679 टंकार   टंकर
680 ओढ़कर   ओधकर
681 मेड़ता   मेर्टा
682 रसायनिक   रस्यानिक
683 सूचनाः   सूचनाह
684 सुगमता   सुगममता
685 जोकि   जोकी
686 क्षेत्रद्वारा   क्षेत्रवदारा
687 बुलढाना   बुलधना
688 भूस्वामी   भूस्वमि
689 क्यूट   क्वेट
690 बेवकूफाना   बेवकुफाना
691 जाजमऊ   जजमाऊ
692 बेल्ट्रान   बेल्ट्रन
693 मखदुमपुर   माखदुमपुर
694 सुनीति   सुनिती
695 फ्लेवनाइड्स   फ्लेवोनोइड्स
696 चहुंमुखी   चाहुन्मुखी
697 सुपाच्य   सुपाच्ये
698 चौदहवां   चौदाववन
699 आबरू   आबररू
700 बलुरक   बालूरक
701 दावणगेरे   दवंगेरे
702 अनुरीत   अनुरित
703 पटियाला   पतिलाला
704 फाइनेंसियल   फाइनेशियल
705 दमाए   दमम
706 पालिसी   पोलिसी
707 आइसीसी   आईसीसी
708 रिलायंस   रिलियंस
709 रवैल   रवेल
710 लड़कियो   लाधकियों
711 मुकेश्वरी   मुकेशवारी
712 वनक्षेत्र   वांक्षेत्र
713 कांतिपूर्ण   कांतीपूर्ण
714 बड़ाएँ   बड़ाएं
715 एनसीआरडब्ल्यूसी   एंसीडांब्रलुुसु
716 प्रतिबद्धाता   प्रतिबद्धता
717 फ़ॉलो   फोलोव
718 हील्स   हिल्स
719 रॉबर्टसन   रॉबर्सन
720 ग्लैक्सोस्मिथक्लीन   ग्लास्क्मिथ्कलिन
721 प्रॉडक्टों   प्रोडक्टन
722 गेवारा   गुएवरा
723 जार्विस   जरवविस
724 लफ्ज   लाफज़
725 पराधीन   पराधीं
726 शक़   शकक
727 डिट   डीआईटी
728 दंपतियों   दंप्तियों
729 माड़ीखेड़ा   माधिखेढ़ा
730 प्रतिष्ठानोंं   प्रतिश्ठानों
731 सूंड़   सून्ड
732 गिनते   गिन्टे
733 अलगअलग   अलागलग
734 स्वास्तिकाकार   स्वस्तिकाकर
735 प्रतिकारा   प्रतिकरा
736 निवेशकर्ता   निवेशकर्तता
737 रघुराम   रघुरम
738 इंटरव्यु   इंतरर्य्यु
739 सॉयर   सेवेयर
740 भासपा   भससा
741 पार्षदों   पर्शदों
742 पुलत्स्कर   पुलात्सकर
743 उठाएँगे   उठाएंगे
744 लाएंगी   लांगी
745 ओईएफ   ओईफ
746 वलसाड   वालसाद
747 मूलों   मुलों
748 पुतलियां   पुटलियां
749 शमिल   श्मिल
750 कैमेरिलो   कैमारिलो
751 सफ़लता   सफलता
752 विनष्ट   विनाश्
753 कपिंग   केपिंग
754 जयललिता   जयललिथा
755 आइटम्स   आइटीमएस
756 सॉकर   सॉसर
757 एस्फाल्ट   असफल्ल्ट
758 मेहरोत्रा   मेहरोत्र
759 चुने   चूने
760 जरख   ज़रख
761 मेज़बानी   मेजबानी
762 मुफलिसी   मुफ्लिसी
763 लूना   लुना
764 वर्णव्यवस्थावादियों   वर्णववशववााािियों
765 लिपाई   लिपाल
766 उठनी   उठ्नी
767 बजाज   बजज
768 हिसारः   हिसरह
769 दंपतियों   दमपतियों
770 वॉटसन   वाट्सन
771 अगस्टाइन   ऑगुस््स्टाइन
772 पटाक्षेप   पततक्षेप
773 धंधेखोरी   धन्ेेखोरी
774 एंटोन   अंटोन
775 अपारदर्शी   अपरदर्शी
776 टिवोली   तिवोली
777 बदलवाकर   बडलवाकर
778 पेटालुमा   पेतालुमा
779 बीएमडब्ल्यूएम   बीडममबलललूमम
780 बख्शते   बख्षते
781 घुमक्कड़ों   घुम्ककड़ों
782 हांफते   हाँफते
783 फरहीन   फरीह
784 जेम्स   जेमेस
785 कीरतपुर   किरतपुर
786 शक़   शाक
787 सरप्राइज़   सर्प्राइज
788 किसानों   किसनों
789 योडेर   योडर
790 स्टीन   स्टेन
791 पैथेलॉजिस्ट   पेथेलोजिस्ट
792 लेबलिंग   लेबिलिंग
793 फूडॉन   फूडों
794 जटिला   जतिला
795 पहुंचनी   पहुंचने
796 राष्ट्रोंं   राष्ट्रों
797 टंडन   तंडों
798 गड़बड़बड़ी   गड़बड़़ी
799 संस्थिता   सनस्थिता
800 यात्राएं   यात्रेएं
801 आदान   आदन
802 जावते   जवते
803 भीष्म   भिष्म
804 हंडिया   हुंडिया
805 मुर्गीपालन   मुर्गीाालन
806 लवलैंड   लोवेलैंड
807 विक्रम   विकराम
808 हांफते   हैन्फ्ेे
809 बैरकपुर   बैराक्पोर
810 ग़ाज़ियाबाद   गाजियाबाद
811 तर्कों   तरकों
812 ऐप्प   एआईपीपी
813 जयबाण   जैबन
814 गैरइरादतन   गैरराददतन
815 सबजूनियर   सबाजुनियर
816 फालिया   फलिया
817 प्रेक्षकगणों   प्रेक्षकगनों
818 पुरवासियों   पूर्वासियों
819 ऑर्डनेंस   ओर्डनेंस
820 प्रधान   प्रधन
821 विराटखंड   विरतखंड
822 मंजू   मांजु
823 छविंद्र   छवविंद्र
