Correct word      Predicted word
321बरेठा   ब्रेथा
322जननेता   जन्टेया
323टाइटन   तिघ्टेन
324तेंदू   तेंडो
325पियर   पियार
326झिजवूनही   झिजावोहीन
327आगणन   आग्मान
328पूछना   पूचना
329दशभूमीश्वर   दशुष्मुष्वर
330कृतित्व   क्रित्टि
331नक्सलवादियों   नक्सवादियों
332घूंसे   घूनस
333स्नाइपर   स्नेपरी
334कुरोदा   कोरड़ा
335भूखा   भुखा
336थलचाना   थलचां
337टकराता   तकरता
338परविंदरपाल   परविंदराल
339उछलने   उछहलें
340सरस   सरास
341स्वभावों   स्वाभानो
342कब   काबी
343नेटवेस्ट   नेवेट्स
344ब्राइड्समेड   ब्रेम्डेमाडी
345बास्पित   बासपित
346वेदियां   वेडियां
347ब्रिकफील्ड्स   ब्रिक्सिल्ड
348संक्रमणातून   संक्रमणतुन
349काला   कला
350मंहगा   मेंगा
351द्योगपतियों   ड्योग्पायों
352इसरार   इसारर
353दिलजले   डिलजेल
354च   चाई
355तौलिए   तौलिये
356उधम   उध्म
357मनोनयन   मनोनायन
358जीसैट   ग्साट
359निवासासमोर   निवसामारो
360सजीला   साजिला
361ड्राई   ड्री
362बीजेपीके   जीपीएस
363सराह   सरह
364आगरकर   आगारक
365इंडस्ट्रीयल   इंडस्ट्रियल
366प्रतिक्रमण   प्रतिक्रमां
367कोरोकने   कोरोकेन
368उद्घोष   उद्धोश
369बोनिडी   बोनिड़
370घोलते   घोल्टे
371उपनिषदादि   उपनिशादादी
372प्रतिस्पर्धाएं   प्रतिस्द्रहियन
373अल्हाहा   अलहह
374शराबी   शारबाबी
375चिंताजनक   चिंताजन
376ख़्वाजा   खाजवा
377परिषदें   परिशेंड
378उर्वरा   अरवार
379उपभोक्तावादी   उभोक्तवाड़ा
380तर्कवादी   तर्वाड़ी
381डिस्क्रीमनेशन   डिस्क्रमेंशन
382जुड़ते   जुडेट
383देते   डेट
384हेवन   हवें
385कोरोनो   कोरोना
386एलाइड   एलाड़
387चहते   चाहेट
388प्रपौत्रियों   प्रपुद्योरियों
389मंजीरे   मज्जीर
390सूतक   सुतक
391विधिज्ञ   विधिया
392नॉर्मलाइज्ड   नार्मोलिड़
393बक्स   बक्सा
394तारे   तरे
395ईएसपीएनएफसी   एस्पिक्स
396पहलवी   पेलवाई
397हेल्मेट   हेलमेट
398भूसंपत्ति   भूस्मप्ती
399बायोजीयोकेमिकल   बोगोक्मीक्टी
400देघाट   देघत
401कोठियालमधु   कोथियाम्धाडु
402अस्त्राखानत्सेवा   अस्त्रकासंत्वा
403उपकरण   उपकारन
404तालाबंद   तालाबंड़
405मछुआरा   मचुरा
406गुरचरण   गुरचान
407रईसों   रिसों
408दलेल   डले
409इकट्ठी   एक्थी
410जंजीर   जन्जेर
411इलाकों   लकोक
412प्रीस्ट   प्रिस्ट
413समझौताविहीन   सम्माच्तिन
414भावनाएं   भवनां
415नेढे   नेधे
416स्विच्ड   स्विट्चेड
417हीराचंद   हिरचांड
418उन्नीस   उन्नेश
419पिलाकर   पिलकार
420मनाया   मनाय
421अवश्यकता   अव्षिका
422भुगतना   भुग्ताना
423श्रीमूलार्क   स्रिमुलकर
424खोदावयाचे   खोडावाचे
425पेनालिस्ट   पेनेल्स्ट
426मोरक्कन   मोरकों
427आशंकाओं   अशकांक
428अंधेरे   अंधेर
429शुभारंभ   शुभारम
430स्क्वॉटिंग   स्टुटिंग
431पिक्सेल   पिकेल
432जैहो   जाहो
433मुख्यमंत्रित्व   मुख्यांत्रित्या
434माउथ   मूथ
435गर्भिणी   गर्भिनी
436बढ़ानी   बाधनी
437एरिगेशन   इर्रिगेशन
438भूलते   भुलते
439इचाइची   इचाची
440बलहीन   बालें
441सौहार्द   सोहरदा
442चंदसराय   चंद्राला
443यासाची   यासची
444लंगड़ाकर   लंगरकार
445असंख्य   असंख्या
446रिसाला   रिसाल
447कालोनियां   कलोनियां
448जंजीरें   जन्जीर
449शुरुवात   शुरात
450क्षतस्थल   क्षत्ष्ताल
451ओवरसीज   ओवरसेस
452फरना   फर्ना
453राज्य   राजया
454बिन्तुल   बिंटुल
455बुंदियाँ   बुंडियां
456फ्रिडमैन   फ्रिड्मांड
457बीकन   बेकों
458सहसंस्थापक   सहसंस्तक
459रूकावट   रुकवात
460चलाकी   चालकी
461नारायणसामी   नरान्यासी
462रुढिवादियों   रुध्ववादियों
463रने   रेन
464इतालवी   इतलावी
465दिनाजपुर   डिनकापुर
466उल्लेख   उलेखे
467दस्तावेजी   दस्तवेजी
468स्ट्रीप   स्टीपी
469पुष्कर   पुशकर
470मुअय्युन   मुयांग
471सेटों   सेटोन
472कुल्ले   कुले
473विद्यार्थ्यांचेच   विद्यार्यचंचेच
474स्वरोस्की   स्वोरकोसी
475मेवाड़ी   मेवादी
476बॉयल   बोल
477बॉथम   बोथाम
478बुल्स   बुलस
479चिंताजनक   चिंताना
480तल्लीन   तल्विं
481रिहायशी   रहायशी
482त्रिपुरांतक   त्रिप्रनत्क
483प्रवृत्त   प्रविर्त
484लोटपोट   लोप्टोप
485मनोनयन   मनोंयान
486तेतारी   तेतरी
487विद्या   विदाया
488लोगोमें   लोगोमेन
489करै   कारी
490हिल्सविंटर   हिल्वेस्टर
491स्कॉटियाबैंक   स्कोटिबांक
492धुंधलापन   धुंदालान
493सप्रेसैंट्स   सुप्रसेंस्ट
494भूखा   भुखा
495मेहमूद   मेहुमु
496एलेक्सी   एलेक्स
497एद्रेई   इड्री
498भुगती   भुग्टी
499तेलीय   टेलिय
500कैमिलो   कैमिल
501दुकानें   दुकेने
502क्रांति   क्रांटी
503सालेह   सलेह
504कार्डिनलों   करडिनालों
505बताशा   बताश
506सांप्रदायिक   संद्रामियक
507सेमिनरी   सेमनिरी
508अद्रिधरण   अद्रिधारन
509अलगाव   अल्गव
510तुक्का   तुकका
511स्ट्रोक   स्टोरक
512सीतरामपुर   सितारमपुर
513चार्जर   चार्गे
514अंतरालों   अन्रोलों
515कुटुंबकम्   कुतंकमाख
516मार्गादरम्यान   मर्दम्द्राय
517फलदायक   फल्दका
518चंदनगिरि   चंदंगी
519अप्रियम्   अप्रियम
520लुथ्रा   लुथरा
521दाल   ड़ल
522तेदूखेड़ा   तेडुखेड़ा
523फैलता   फैलाता
524कलछियां   कलचियां
525शासकीय   शाक्सी
526ढीलापन   धिलापन
527सहसंस्थापक   सहास्तापुक
528कतला   कत्ला
529टोकन   टोकेन
530गुनगुनाते   गुंगुनेथ
531भूगर्भविद्या   भोगबाव्दिया
532ट्रायसिकल   ट्रिक्सेल
533प्रसंस्कृत   प्रसंक्रित्त
534जूविटा   जुविता
535वृत्त   व्रूट
536सभ्यताओं   सभ्यातों
537बरघाट   बर्घत
538दुश्मक   दुशमक
539आफ़   ओफफएफ
540प्रति   प्रती
541आईपीवी   इपीए
542झडने   झदने
543टाइटन   तिने
544हकलाते   हकलते
545एससीसीएमपी   सेक्मीपी
546नजरिए   नाजरी
547डोरोशिना   दोरशिना
548पारसनाथ   परसनथ
549प्लाझ्मा   प्लामा
550हत्याएं   हाल्यांके
551बदामी   बामदी
552कर्णफूल   कर्नाफोल
553परिवर्तनशील   परिवांत्शाइल
554मधुरिमाराजेही   मधुरीमानीही
555जन्ममें   जनममेन
556निपटाएंगी   निपातेंगी
557सरेआम   सरीमा
558बच्चों   बाचों
559अक्षरशः   अक्षाष्षा
560खेतियों   खेटियों
561इख्तियार   इखातियर
562कैरेक्टर्स   चारकेटर
563टाइमिंग   तिमिंग
564सीधा   सेधा
565कर्व   कुरेव
566बालाचंदर   बलाचांदर
567उलटी   उल्टी
568हॉप्स   होप्स
569उर्से   उरसे
570यूरोसंघ   ओरोसंग
571शमून   श्मुन
572चौबाराजागीर   चौबराजीर
573मिस्बाहउद्दीन   मिस्बुद्दिन
574आर्चर   अर्चेर
575सालाना   सलाना
576पापुनी   पपुनी
577गोरखटीला   गोरखतिला
578आभारी   अभारी
579बालाओं   बालों
580रघुकुल   राहुकुल
581सैबोटेज   सबोटेग
582नवतेज   नेव्टेज
583कक्षाएं   कक्षयं
584कैथकार्ट   काच्रक्त
585पूछना   पुचना
586सिंह   सिंग
587हसीन   हसें
588सुवर्ण   सुवरन
589व्याख्याकार   व्याख्यकर
590दीन   डीन
591नरंकारी   नरकांरी
592घूमते   घुमेट
593शायरीचिराग   शारिचिर
594अंशबाख   अंस्भा
595फेंकने   फेंके
596निरुपमा   निरुपाम
597वेवराइडर्स   ववरिदर्स
598मनोविश्लेष्णात्मक   मनोवेश्षन्म्त्क
599कमज़ोरियों   कमोजरियों
600चिन्वर   चिनवर
601जामवाल   जमवल
602द्वेश   देवे
603व्यूअर   विवर
604छुपी   चूपी
605स्वर्णकाल   स्वारकल
606सुधर्मा   सुधरमा
607स्पटनिक   स्पुतिनि
608दस्ताने   दस्तने
609तूमड़ा   तोमाड़ा
610बांटते   बंटेट
611होटलबाज़ी   होट्बाबाजी
612छतिवाल   छातिवाल
613पीसीआर   पीकी
614बाल्मीकिने   बालमिकेनी
615बाबरी   बब्री
616जया   जाया
617मंत्रों   मंट्रों
618अस्ताना   अस्तान
619सैल्फियां   सैलियां
620मीट   मेट
621अलगाववाद   अलगावाड़ा
622साह्य   साही
623आजादगंज   अजदुंग
624फुर्तीली   फर्टिली
625बैचेन   बेचेन
626धूम्र   धुमरा
627म्हणते   मनेत
628स्टैंडबाय   स्टेंडी
629इमेज   इमेग
630कायद्यातही   कायद्याली
631नेचुरोपैथी   नातुरोप्थी
632कमज़ोरियां   कामोरियां
633अनुभवहीन   अनुभवाहीन
634रईसों   रासोंस
635अनुभवहीन   अनुभानी
636आऊ   आयू
637कागज़ी   कागजी
638वांचू   वांचो
639धारकों   धरकों
640फैटमैन   फतमान
641साइकोथेरपी   प्योश्चोर्य
642आर्यन   अर्यान
643चीता   चिता
644पोसिट्रन   पोसिटों
645दफनाई   दानायाइ
646रपटों   रप्पों
647ढूंढते   धूंध्ते
648एकरमैन   यकरमं
649बिष्ट   बिस्ट
650ऐली   आलिय
651मोड़ने   मोडने
652उपमुख्यमंत्री   उम्पुम्मिंत्री
653औरदोषी   आर्दोशी
654हॉप   होप
655अवर्ण   अवर्न
656रिपेलेंट्स   रेपेलेंस
657घुसपैठियों   घुस्पाशियों
658मसालों   मसलों
659कॉमेट   कोमेट
660कसमें   कासमें
661फिंगर्स   फिंगरस
662तपासानंतर   तपासनात्र
663योग्यताधारियों   योग्याध्यारियों
664लकीरें   लकीरेन
665आवश्यकताबोधक   आवव्ष्यात्धकोध्क
666स्वतंत्र   स्वांत्र
667अंबर   एमबेर
668बघात   बाघात
669देशाधिकारी   देशाखकरी
670मुनाफे   मुनके
671भाग्य   भाग्या
672पहुंचाएं   पहुंचाने
673बैहर   बार
674मंजिली   मंजील
675देवकुंड   देकुंड
676चातुर्मास   चाम्रमस
677कुछबोल   कुखबोल
678मिटाना   मिताना
679मंगवाना   मंगवान
680मत्सालयाच्या   मत्सलायच्या
681मोड़कर   मोडकर
682छाए   छाये
683ऑस्कर   ओक्सार
684भरता   भराता
685जटिलताओं   जतिलाथां
686गणराज्यों   गन्रायों
687एल्फाबेट   अल्पेबेट
688सुनाएँगे   सुनायेंग
689पचरंगा   पच्रगं
690मसूरी   मस्सुरोइ
691रेवोल्यूशन   रिवोफलेशन
692चायबब्बल   चायनबाल
693यूपी   उपीए
694मूलवासियों   मुलवासियों
695झेलते   झेल्टे
696चार्टर   चार्टेर
697बॉथम   बेथेम
698त्रिनबागो   त्रिंबोग
699मोलर   मोलेर
700ब्रैडली   ब्राडली
701दीनताओ   डेन्टा
702जागोजागी   जागोजी
703अंबर   अमबर
704दशांश   दशनश
705ओजोन   ओनोस
706पोलारिमेट्रिक   पोलरिम्रिक्ट
707ममता   मात्मा
708व्यंकटेश   व्याक्तेशे
709गौनाहा   गौनाह
710जलराशियां   जलरशियां
711रेडियोमिक   राडिमिक
712उदयराज   उद्याराज
713रिफिल   रिकेल
714मेव्याच्या   मिवाच्याच
715साहबों   सहोबों
716पीपीपी   पीपीए
717फार्मासिटिकल   फर्मक्टिक्ली
718ओंडाटेजे   ओंडाटेज
719बुम्बल   बुमबल
720क्षेत्रांसाठी   क्षेत्रसंसही
721रीडिंग   रिडिंग
722रॉयस   रॉक्य
723स्पॉटेड   स्पोट्ड
724पंचांगों   पुचांगों
725परण   परन
726कबूतर   कबुतोर
727अंग्रेजों   अंगरें
728सिंकते   सिंक्टे
729थर्मल   थेरमल
730वर्णवाल   वर्वालल
731पैंठ   पंथ
732सलाहकारों   सलाखकरों
733बस्तर   बस्टेर
734पॉकेटसफर   पॉकेस्ट्र
735आशाशाह   अशाशह
736फीका   फिका
737वॉयस   वोक्स
738रात्रिभोज   रात्रिभो
739झुंझलाहट   झुझझहाल
740फंडाला   फंड़ाल
741डिले   डेले
742पुष्पापुर   पुशपुपर
743पांडुरंगी   पंद्रांगी
744क्लिंगटन   क्लिंग्ट
745महासगर   महसार
746ला   लाय
747जंजीर   जाज़ेर
748पीईटी   पेटी
749मद्दे   मिद्या
750बड़बड़ाई   बाडबाड़ी
751ऑब्जेक्ट्स   एब्जेक्ट
752एमिली   एमिलिय
753केडीएसपी   कीएपीसी
754मागविल्याने   माविलियां
755दत्तात्रेय   दत्तार्य
756मेजबानों   मेजबनों
757कुरुवाई   कुरवाई
758हमीरपुर   हमिरपुर
759प्रॉसेस   प्रोस्स
760प्राविधिक   प्रविधिक
761जावड़ेकर   जादेकर
762उम्र   उमर
763माॅरिशस   मौर्यूशिस
764सुधरने   सुधरन
765शिल्पाशेट्टीलाइव   शिल्फेश्लिटेशी
766अवास्तविक   अवस्तिक्व
767कागज़ी   काजजी
768कॉन्ग   कोंग
769श्रीरामप्रभु   श्रिमर्मपुह
770तर्कवादी   तरकादी
771प्रभावशीली   प्राभविशील
772अनुश्का   अनुख्का
773रिलेशनशिप   रेलिटनिश्प
774इरीट्रिया   इरित्रिया
775राष्ट्रसंत   रश्त्रसंत
776अस्पृश्यता   अस्पर्यता
777मंहगा   मनागा
778क्षात्रवृत्ति   क्ष्त्रवर्तित
779उपसाधने   उप्दाधन
780नाबालिग   नबलिग
781कुप्रबंधन   कुप्रांदान
782बर्रे   बरे
783डोनोवैन   दोनवान
784बैहर   बाहिर
785राज्यसिंहासन   रज्सिसानशन
786पलगोमारा   पालगोरा
787कीकर   किकर
788बोस्टन   बोस्टान
789रेजिंग   रागिंग
790बाज़ारोन्मुख   बाजारूंमुख
791दहन्दम   दहांदम
792ओवैस   ओवाइस
793मातापशुओं   मतापुशों
794दर्जनिया   दरजनिया
795पहनाना   पेहनान
796पिछड़ी   पिचाड़ी
797नवरंगपुरा   नवरांगपुरा
798सेमरूष   सेम्रुश
799सिपेज   सिपागे
800सोमैया   सोमिया
801फैलाकर   फैलकार
802रूग्णासाठी   रुगसानाठी
803मँगवाऊँ   मंगवाओं
804कोस्टार   कॉस्टर
805दिकवल्ले   डिकालेव
806ओस   एसएएस
807महादेशीय   मादेशी
808पॉपलैंड   पोपांड
809वर्षा   वर्शा
810बेइमानी   बिमानी
811वेस्टर   वेस्टोर
812गैछे   गैचे
813क्षमाशील   शममशील
814रोबर्ट   रोबेट्र
815केनिहारक   केनिकर
816अरामको   अर्मक्स
817रेसर   रैसेर
818लोहारनपुरवा   लहहानपुरावा
819बेतूल   बेटुल
820तंत्रिकीय   टांटीरी
821बस्तर   बस्तार
822सुंघी   सुंगी
823हवस   हवास
824भूर्त   भूर्ट
825ड्यूरीज   डुरिये
826नगीना   नागिना
827रुपयेनिवेश   रुप्येनेशे
828क़ाज़ी   काजी
829ईश्वरला   इश्वरला
830रोपड़   रोपार
831प्रेक्षक   प्रेक्ष
832आईओसी   इोक
833तारकोल   तारोक
834विषवल्ली   विशवली
835प्रतिनिधित्व   प्रतिनिधित
836ईगल   आगले
837बैली   बैले
838नौटंकी   नौतनी
839कुसंस्कारों   कुसंकरकों
840सीहोर   सिहोर
841तुमने   तुमेन
842कपूगेदारा   कपुगेड़ा
843जोड़ियां   जोडियां
844ब्लूटूथ   ब्लूटुथों
845लाइटमैन   लिम्थें
846कोंबो   कोमबो
847वानपर्थी   वनपर्थी
848झडने   झादेन
849सुलतानों   सुल्ताओं
850ख़्वाजा   खाजाज
851पाएगा   पायेगा
852एमटीएस   मीएसएस
853इनक्लिनेशन   इंक्लिशनेश
854जाहिदा   जहिदा
855गेल   गाल्य
856समाधि   समधी
857स्टार्टअप   स्तार्पुर
858पाञ्चजन्य   पच्जांजा
859मिलजुलकर   मिल्जुकर
860मेहमूद   मेहुडु
861दत्ताराम   दत्तरम
862प्लोरेंस   प्लोरें
863क्रिप्टोलॉजी   क्रिप्टोलोज
864क्रोमेट   च्रोमेट
865बेरासी   बेरसिय
866शेरमैन   शेरमान
867अवीव   अविव
868पंजाबी   पंजबी
869स्टैटिक   स्टैकिक
870विचारांची   विचारची
871जंजीरों   जनजीरों
872डीसीटी   डीएटीए
873दिलमानी   दिलमनी
874ब्रजभूषण   ब्राझुशन
875मैंने   मैने
876उपस्थित   उपस्थित्त
877केंटे   केंट
878क्षेत्रांवर   क्षेत्रवार
879पूर्वोत्ततर   पुरवोत्तर
880यूनाईटेड   उनिटेड
881मूलभूत   मूलूभूट
882रंगोंसे   रांगोंस
883लोकपाल   लोकाल
884अच्युतानंद   अच्यूतानंद
885बुलियन   बुलियां
886बीआरटीएफ   ब्रीटी
887एक्ज़िट   एकिट्ट
888ढिकाला   धिकाला
889राइडर्स   रिद्र्स
890कोस्त्रोमा   कोस्टोरम
891डिसमेनोरिया   डिसमेन्रिया
892खमण   खम्मन
893सभिजनों   सबियानों
894निपटाने   निप्तने
895उपखंड   उपखांड
896डांसर्स   डैक्रस
897मोंगहामा   मोंघमा
898सुन्हैरा   सुनहरा
899मूलवासियों   मुल्वासियों
900खर्चीली   खरखीली
901रंगरूप   रांगुरप
902युनूस   युनुस
903वजारोहन   वाजरोह
904मुचलका   मुखकाला
905सिकुड़े   सिकुडी
906नीलांबर   निलांबार
907कंकड़ों   कंडकों
908पैरोडी   पैरोड़
909एनजीओ   न्गो
910ग्राफ्ट   ग्राक्ट
911बुटाटी   बुटाई
912अभिबिन्दुग   अभिबिंडुंग
